Drug,Cell,IC50
287459,SF_539,-0.832062409637254
308847,MDA_MB_231,0.931988700318508
111533,SF_268,0.782251566493408
606173,786_0,0.401486277250048
606497,ACHN,1.0479730688528
132313,OVCAR_4,-0.970118235314898
683555,UACC_62,1.10488460946027
111533,EKVX,-2.20212558501792
295501,UACC_62,0.791136754415849
178248,SK_MEL_2,-0.473031724118487
603076,OVCAR_8,0.15461486367276
363812,786_0,0.624247752410977
63984,MDA_MB_435,1.68185810931272
740645,CAKI_1,0.839577473047161
269148,HOP_92,0.230190438958481
754230,ACHN,0.40363781161264
134679,OVCAR_4,-0.690983748912606
728073,NCI_H460,0.975328303405971
694501,NCI_ADR_RES,-3.15424364342906
789797,M14,-0.638255804556275
603077,UO_31,0.0271554375789301
374028,A498,0.0823575051345323
79037,UACC_257,-0.477869489438648
19893,NCI_ADR_RES,-0.0655508195318754
338947,786_0,0.970320732035538
73754,SF_268,0.148184930828408
721517,OVCAR_8,-0.745795608279817
369395,SNB_19,0.641223752104211
27640,HOP_62,0.62225616193982
352122,MDA_MB_435,0.864798065184329
736198,A498,-0.835378460815764
765396,SK_MEL_2,-0.788973886519847
266046,SK_OV_3,-1.57972649342797
63878,HS578T,-1.05299909659315
154948,LOXIMVI,0.906611426221123
758706,NCI_H460,-0.346895377956615
348948,HT29,-0.316538699325108
63984,BT_549,0.282894859925886
123127,K_562,0.153420698926019
141540,SF_268,0.0523595046007813
111533,CCRF_CEM,1.21258632260229
610459,SF_539,0.969931367206177
352122,LOXIMVI,0.774399607172468
759263,HS578T,-2.76197078356492
724998,786_0,0.857998925454361
759155,ACHN,0.686730061869212
759614,UACC_62,0.665256229808963
329680,RPMI_8226,-0.370984199987954
174121,HOP_92,-1.19293316054117
702294,786_0,-0.577820934584056
153353,UACC_62,0.459184408564203
409962,CCRF_CEM,2.06481436784325
791785,HCC_2998,0.24684689023228
754771,HCC_2998,-1.18046710546317
139105,A549,0.884155437836201
352299,TK_10,-1.90366187046532
143020,SK_MEL_5,0.645753496911898
256942,NCI_H23,0.452606468717566
246131,IGROV1,-0.419181175417138
295501,786_0,0.791136754415849
249992,NCI_H322M,-1.3282391354778
697887,CCRF_CEM,1.22433985296823
279836,MOLT_4,1.10376389858043
132483,HOP_92,-1.4039585646915
287459,HOP_92,-0.521264647606357
312887,MCF7,-0.264851322603412
354646,SN12C,-0.128002653781317
141540,SF_539,0.590463797695659
118994,NCI_H522,0.650108220271032
95441,SN12C,0.0704940544732588
349174,SNB_75,0.22819649347737
681638,M14,0.50951203151751
681635,CCRF_CEM,0.870028612836807
25154,UACC_62,1.8475657519609
344007,RPMI_8226,-0.392702235019975
603074,UO_31,-0.0175084267439889
683558,SF_295,0.24107497899694
754771,MCF7,-0.331095212031711
758671,MDA_MB_435,0.14070380006627
634724,RPMI_8226,-0.624950823195463
27640,SW_620,-1.41337393677268
681635,RXF_393,0.656146465237752
791785,HL_60,-0.0836529530015403
27640,RPMI_8226,-0.0744036723939289
627168,SF_268,-0.397512519353499
267469,MDA_MB_231,-0.730307423647895
637037,SNB_19,-0.115555371527039
105014,HCC_2998,-0.0957021243944589
765775,MOLT_4,0.450397521325463
95678,NCI_H322M,-0.599358419897189
169780,BT_549,-0.491550568242174
759195,MCF7,1.76952070194184
266046,A549,0.60342191529388
176323,UACC_257,-0.783301143139931
353451,T47D,-0.629299721314124
754230,MCF7,0.40363781161264
708298,OVCAR_4,-0.0999191853649587
267469,IGROV1,-0.0794565016022928
352122,MDA_N,0.895694482480878
249910,NCI_H226,0.69615351238662
267469,SW_620,0.740769524733161
603074,OVCAR_4,-1.05893822202812
681646,UO_31,0.579918768554604
606497,SNB_75,-0.0079446630752966
618939,NCI_H226,0.423038563007661
287459,UACC_62,0.0027194050078307
143020,OVCAR_5,-0.0486864961547886
606986,SK_MEL_5,0.583489958600649
656889,BT_549,0.0972373879172458
145668,SF_268,0.0508841954156704
610457,SF_295,1.22897471520643
656889,A498,1.41520738000567
725776,KM12,-0.235896766656025
681634,786_0,0.798540541793573
606498,SNB_75,0.302514579743139
757036,HOP_92,-1.83355284515111
102627,ACHN,1.10769641161076
681643,NCI_H460,0.994757214182179
71795,SF_268,0.208016114535761
754230,LOXIMVI,0.40363781161264
94600,SF_539,0.762820261871919
637037,MALME_3M,0.506450860580655
154948,A549,1.30905088534553
610456,A498,-0.267663368654933
1895,SNB_19,-0.753168823595634
610458,MOLT_4,1.61330399655801
681632,EKVX,-0.744608599404683
681634,SW_620,-0.371196269393022
694501,MALME_3M,0.110809685194661
63984,SF_295,-0.581127821567583
759263,HCT_116,0.689366254839277
767125,SNB_75,0.190411318113947
6396,SR,1.97755071074219
697887,MDA_N,-0.420205159355687
725776,786_0,0.771818296634515
174121,M14,0.432324409698204
19893,HCC_2998,1.74365850287033
627168,CCRF_CEM,0.909116830720281
349174,OVCAR_4,-0.886616013563964
312887,SF_268,-0.214753304776112
326231,CCRF_CEM,0.738345877318467
758671,SR,0.941586044334298
755880,HOP_62,0.49035572299079
758667,KM12,-0.357851398742465
757087,NCI_ADR_RES,-0.68101203814019
352299,HOP_92,-0.0015859724154448
314622,OVCAR_8,-0.420783184588026
762,M14,-0.42616393079925
27640,LOXIMVI,0.64818760790901
355644,NCI_H226,0.856462004290656
634724,SNB_19,0.532048524448227
609699,HS578T,-2.1980922424209
134727,TK_10,-0.834562063104152
122819,A498,-0.135408437886802
295501,NCI_H522,0.34866728509555
634724,NCI_H460,0.760261309159148
73754,NCI_H460,0.844420688406677
296934,NCI_H226,-0.242548833124877
783107,RXF_393,0.790988322174877
627505,SNB_19,1.17824319221351
287459,CCRF_CEM,2.03223137044938
681644,NCI_H322M,-0.94087683027607
753686,TK_10,-0.0905862883457937
6396,SNB_19,-0.34539206988213
610456,NCI_H322M,-0.749459102290345
303812,SN12C,0.266689074114761
758706,COLO205,-0.392444386660213
724998,UACC_62,1.32477509780818
241240,A498,-0.778029648088835
374028,PC_3,-0.386832457717114
758671,HOP_92,-0.342043672578911
224131,M14,0.161115710043427
719276,MDA_MB_435,-0.306142166162797
681642,HOP_62,0.854277855203692
73754,HCC_2998,-0.190045414803659
264137,HOP_62,0.673866199290421
740521,HCC_2998,0.30089704260642
256942,EKVX,-0.22758251844347
755985,NCI_ADR_RES,-0.17469871597253
156303,UACC_257,-0.930813533249176
343499,SF_268,0.137725007791126
789797,ACHN,-0.521749548585436
697887,LOXIMVI,0.0574348436613654
353451,SK_MEL_5,-0.446339858386579
758667,NCI_H522,0.525568141847903
295499,COLO205,-1.09011653082536
623017,NCI_H522,0.592835851839261
762,HCT_116,-0.152097139564965
107124,OVCAR_4,-0.84010363558689
759878,COLO205,-1.66147592693439
302991,OVCAR_3,-0.727665280623578
603074,HL_60,0.707087940681729
352299,IGROV1,-0.548828085861785
344007,NCI_H23,0.28978465701593
681642,EKVX,-1.55927909858349
1895,SNB_75,-0.753168823595634
618939,U251,0.923327200639277
681636,MDA_MB_435,-0.66331030902241
287459,RXF_393,-0.8355072003066
3053,NCI_H322M,-0.0628541806598507
368390,SN12C,-0.0097831334008827
302991,TK_10,-2.44730966600746
303812,M14,0.224626055667956
759155,SN12C,0.77559910370258
681636,UACC_62,1.30227173612463
95678,MDA_MB_435,-0.333632053351837
95441,CCRF_CEM,1.01693002098781
633782,A498,0.749152376828279
337766,SNB_19,0.409318404558709
56410,UACC_257,-0.604482167559393
141549,UACC_62,-0.0216327052458595
176323,SF_295,0.758322083977021
134033,OVCAR_5,0.311075990202262
148958,U251,-1.02358003313395
353451,786_0,1.36007390983093
710270,SW_620,0.46027380573267
759857,NCI_H522,-0.527788030577203
681636,HOP_62,0.872516586991297
26271,RXF_393,-0.23263530165963
249910,CCRF_CEM,0.69615351238662
94600,M14,0.614512871684837
246131,MOLT_4,2.31587499248196
613327,SK_MEL_28,-1.32692899128145
95441,HS578T,-0.477695209106362
760764,NCI_H460,1.94070266811822
268242,SN12C,0.463322584455438
759155,HOP_92,0.857045975964463
694501,EKVX,-1.32633351827878
618939,T47D,0.459042223803929
734294,TK_10,-1.77491042534834
374551,A549,-0.756628358110343
759195,CCRF_CEM,0.690415003838132
610459,SR,1.54984462260435
105014,A549,0.338250838946117
639186,HCT_15,-0.803936956340797
302991,SN12C,0.202348989850994
681636,T47D,1.10313164347415
759857,SW_620,0.0662005697947945
27640,NCI_H322M,-0.0319262818288521
264137,T47D,1.1948869131449
634724,SK_MEL_2,-1.23555418220119
45388,MCF7,-0.724286489608753
681633,A498,-0.127974992951895
409962,SK_MEL_2,-0.45491288039561
176323,MOLT_4,0.425482664798448
153353,NCI_ADR_RES,-0.498741692668787
758255,BT_549,0.0285574025762932
694501,UACC_62,1.36572566268101
122819,SK_MEL_2,-0.529118052339353
301739,ACHN,0.90927280787938
724998,RXF_393,-0.448706417771272
784722,SF_295,0.672893997323369
246131,SW_620,0.414009845003129
169780,NCI_H460,2.37204434769679
118218,HOP_92,0.135682669203927
6396,SF_539,0.596938466123863
364830,NCI_H460,1.0431781106156
683557,M14,0.702357655987787
184692,HS578T,-1.656823338708
609699,SK_MEL_5,0.38042393664062
357704,CAKI_1,0.5791864712605
132313,786_0,0.473808067579499
757036,T47D,0.0227261947311869
757348,SN12C,0.162163650350584
256439,PC_3,-1.21031680124105
683555,SK_MEL_28,-1.70261261036768
1895,MDA_MB_435,-0.616591840758606
141549,SF_295,0.946393726806983
154948,HOP_92,-0.376370433074
27640,ACHN,0.648977581945382
357704,COLO205,-1.04750495119362
762,RPMI_8226,0.408531704106639
134679,MCF7,1.00389032458829
755880,CAKI_1,1.02592844933654
125066,IGROV1,-0.196129853982291
132313,DU_145,1.02984143991711
176323,SW_620,0.117156949297274
71795,SNB_75,-1.03294183835407
308847,A498,-0.716570093358491
755880,SN12C,0.85378475212155
747856,MDA_MB_435,-0.23010272816569
606172,OVCAR_8,0.246240674397042
706744,NCI_H460,1.27172215498242
73754,SK_OV_3,-0.765804562562422
681642,SF_295,0.626347399771223
134727,UO_31,-1.70069239022324
369100,MALME_3M,-1.09614980854839
681646,U251,0.661904154991203
363812,NCI_H522,1.09232985163372
758671,BT_549,-1.1251469856777
301739,SW_620,-0.0288609160368966
374551,DU_145,-0.998583432545905
63984,SN12C,0.479925552663049
725776,TK_10,-1.26194313825831
63984,CCRF_CEM,0.10821762542713
768112,SK_MEL_5,0.562383985024805
79037,SK_MEL_2,-0.988694087481606
111533,T47D,-0.187371866621013
754771,HOP_62,0.247928231125325
353451,SW_620,0.0998220321219449
1895,HT29,-0.616591840758606
610458,SK_MEL_28,-1.25220103149552
618939,K_562,-0.132534267266413
95678,SN12C,0.529460505505519
301739,COLO205,-0.464571357791824
734294,OVCAR_8,-0.0919201698466733
249910,NCI_H23,0.69615351238662
719627,HCT_116,-2.8886222928733
320846,CAKI_1,-0.861214077453939
14229,SR,0.987159777859353
721517,RXF_393,-0.153138168991227
747856,BT_549,0.454167918509359
281612,ACHN,1.42378357515395
24559,SW_620,0.108285225308122
756660,PC_3,-0.204017009791878
143095,NCI_H460,0.866784477858975
639186,NCI_H322M,-0.803936956340797
249910,SF_539,0.69615351238662
637651,TK_10,-1.31571368933304
753686,DU_145,-0.456751119094574
218321,HT29,-0.1752111200945
271674,MDA_MB_231,-1.50996689841916
719276,LOXIMVI,-0.306142166162797
164011,SNB_19,0.326866265388279
63984,786_0,0.969717668823373
295501,RPMI_8226,0.348525431787113
118218,NCI_H522,-0.297804774148206
736201,HL_60,1.25607420937102
710270,MDA_MB_435,0.470371043325969
681637,HCT_116,0.049193230134025
26980,COLO205,-0.332497435780267
134727,UACC_62,1.04242028152582
606497,LOXIMVI,0.647700087168552
343499,NCI_H226,0.470006502146442
1390,ACHN,0.800744777079706
610459,UACC_62,1.07769603241227
606498,IGROV1,-0.731746371377126
681638,ACHN,1.21537245047371
107392,BT_549,-1.20418925914036
681639,HCT_15,-0.513347653790103
77213,IGROV1,-0.245107578749118
736493,T47D,0.615401151525806
757087,SK_OV_3,-0.937993515396603
758667,SNB_75,0.0660254023107122
755880,OVCAR_8,0.0459981049136755
8806,SNB_75,-0.228922514328572
134679,COLO205,-0.756172526607769
71851,SF_268,-0.453545679459555
51143,NCI_ADR_RES,0.996223185577003
694501,CCRF_CEM,1.46387615600745
123127,TK_10,-0.620772400186634
143095,UACC_257,-1.86741949103335
3088,A498,-0.741750823803339
681644,SK_MEL_2,-1.62753292196675
287459,NCI_ADR_RES,0.506997773845721
768593,CCRF_CEM,0.711505428842563
357704,SW_620,-0.82470429845207
409962,NCI_ADR_RES,-0.470784660020164
725776,SF_295,0.771818296634515
757804,OVCAR_4,-1.81535139445463
19893,SN12C,-0.0765183583727979
681644,EKVX,-1.36012468109135
681644,HT29,-0.754672065312929
266046,UACC_257,-0.903106021763011
174121,SF_539,0.429124245303313
14229,SNB_75,0.328257393461982
623017,HCT_15,0.592835851839261
768593,SK_MEL_28,-0.162542534822057
369100,RXF_393,0.947204421304694
681636,NCI_H23,0.969125296841974
25154,MDA_MB_435,-0.356105565012472
111533,SNB_19,0.807717165524255
303812,HOP_92,-0.469478360803184
303812,UACC_257,-0.84036183882829
681639,HL_60,0.556552946367166
281612,SF_268,-0.356569968918509
264137,A549,1.63449499521133
32065,CCRF_CEM,2.55052286049628
246131,HT29,-0.371918133166264
758612,UACC_62,0.30427819065087
681637,KM12,-1.09193296061393
51143,OVCAR_5,-0.779379428319417
740521,MDA_MB_231,-2.63931398086311
143095,MOLT_4,0.836034438421124
613327,BT_549,-0.273922651555015
681638,UACC_62,1.43406813497788
95382,SW_620,-0.602074006229567
355644,K_562,-0.251954339414989
369395,BT_549,0.779810142842699
109724,OVCAR_3,0.146619211837256
757348,SK_MEL_28,-1.21953281314194
681636,CAKI_1,0.595950496996894
124463,OVCAR_5,-0.75341497828788
105014,T47D,-0.388553718950585
755,OVCAR_5,-0.275290166730917
143020,HOP_62,0.324207126797364
264137,SF_295,0.208064321446534
295500,NCI_H322M,-0.724764576240364
758255,SF_539,0.916041216233288
740521,SF_539,0.508004269921078
656889,RXF_393,-0.0918855651107307
125066,NCI_H226,0.835274200989637
606869,ACHN,0.475516326733914
752840,EKVX,1.01445176627131
73754,NCI_H226,-1.02235075573431
759155,SNB_75,0.532047146936798
302991,MOLT_4,1.20608331046552
681634,OVCAR_3,-1.04926869076328
164011,LOXIMVI,0.781264013117188
94600,COLO205,-1.68257018986474
79037,CCRF_CEM,1.65502233486495
681635,SNB_75,0.845850188026829
757036,SNB_19,-0.68944373397093
759263,COLO205,-1.59559914080019
627505,OVCAR_4,-0.397117863623438
681632,MDA_MB_231,-1.84495681636362
681633,UACC_257,-0.503929936686966
276382,UACC_62,0.518346461620794
1390,K_562,0.868723078264368
353451,NCI_H226,-0.200368054122616
629971,NCI_H23,0.825536413867275
351710,CAKI_1,-0.67899541367085
164011,T47D,-0.14705271772532
756717,HCC_2998,-0.373281365880055
526598,OVCAR_8,0.141853842952129
374028,HOP_62,0.789510323634646
638066,TK_10,-1.89806464411501
182986,HOP_62,1.19102798890027
107392,MDA_MB_435,-0.0935967670120313
673596,RPMI_8226,-0.661386615560141
301739,KM12,-1.14520208330298
757804,K_562,-0.117013807378621
765396,NCI_H226,-0.788973886519847
148958,HCT_116,0.205834740638607
768112,M14,0.567442283609861
643833,KM12,-0.924897323726459
736198,HT29,-0.352827681897617
256439,BT_549,-0.957276352891497
249992,SF_295,0.904724417278019
134679,T47D,-0.316691255244157
610459,MALME_3M,-0.616278885068702
754365,UO_31,1.11001372800878
95382,NCI_H226,0.546066562509601
709237,U251,0.924596930319877
89201,NCI_H522,0.0279642134276014
759263,MALME_3M,-0.612077640188502
627505,HL_60,-1.45771880896566
681643,HS578T,-1.32914880895139
354258,EKVX,-0.808998193522832
135758,COLO205,-0.720660883820053
105132,HL_60,1.06984523981333
710270,786_0,0.470371043325969
639186,LOXIMVI,1.66158020071991
3053,HOP_62,-0.236297354408495
374551,NCI_H322M,-0.877197722178528
148958,HS578T,-0.225143759226556
768593,OVCAR_3,-0.718762179886909
627505,MOLT_4,0.614705856802038
709237,UACC_62,0.924596930319877
681643,OVCAR_5,-1.36299959693194
754366,MCF7,0.646186070287644
73754,PC_3,0.0415966000783913
135758,SN12C,0.723429623691662
337766,LOXIMVI,0.36768548882052
123127,SF_539,0.384963344344835
755841,IGROV1,0.331203960070466
734294,HCT_116,-0.600447686279995
758423,UACC_257,-0.805432444543967
758612,SF_268,0.244902684982243
759263,SNB_75,0.503547830453872
143095,COLO205,-0.460753651905082
637037,SNB_75,0.335737850043921
329680,HL_60,2.16231119269718
352122,CCRF_CEM,0.738445042757963
616348,IGROV1,-0.673290047111303
153353,HOP_92,-0.496866598044059
757348,OVCAR_5,0.158881819307711
111533,M14,-0.0763786730035911
759195,LOXIMVI,0.777173382801528
344007,SF_268,0.42769205525781
768112,SK_OV_3,0.529988801504804
25154,SK_MEL_2,-0.716342124275174
755841,EKVX,-0.900562202481597
326231,HT29,-0.393340830934879
19893,MCF7,1.34264435255048
606986,HOP_92,-0.486851657292914
302991,BT_549,-0.520031720858047
759263,U251,0.881707223097678
26980,OVCAR_3,-1.14853332700207
95678,ACHN,1.74278699698645
755841,MDA_MB_231,-0.308353793871342
302991,T47D,0.667738116500809
109724,TK_10,-0.405785401832217
683556,SF_295,0.490472905437143
353451,HCT_116,-0.219602870502051
241240,SK_MEL_2,-0.996199059300499
606986,786_0,0.683262445045169
1390,OVCAR_8,0.70156775977189
111533,786_0,0.667686664162427
725776,HL_60,0.771818296634515
302991,COLO205,-0.114908056782061
295500,OVCAR_3,-0.999143317352793
759155,BT_549,0.0744588656194616
754230,SK_MEL_2,-2.55046715259375
107124,A549,-0.305712354363289
95382,OVCAR_5,-0.0749728255997125
610459,EKVX,-1.62441316287104
609699,NCI_H226,0.330549574475077
368390,NCI_H226,-1.17642740613168
755880,SW_620,0.308578395875709
758423,NCI_H522,0.710559089022603
25154,SK_MEL_5,-0.0509931304908583
374551,M14,-0.497781685971231
719627,SF_268,0.0930524771421682
656889,NCI_H522,1.07233988747606
79037,MCF7,-0.43431190167708
369395,LOXIMVI,0.641223752104211
82151,LOXIMVI,0.808330261898589
328410,A498,-0.212458955964292
172112,HCT_15,-0.419438410502141
295499,DU_145,0.518162301070601
734294,HS578T,-1.92196514852988
9706,A549,0.200497656049319
337766,UACC_257,-0.413308589058418
143095,M14,-0.861873958504116
122819,SN12C,0.244143514920245
26980,MOLT_4,0.748921865878574
353451,OVCAR_5,-0.678914369446861
526598,SK_OV_3,-0.348117210573798
757036,SN12C,0.107409119302843
681635,T47D,0.870028612836807
719627,OVCAR_4,0.869541901404285
364830,ACHN,1.0431781106156
623017,HCC_2998,0.592835851839261
363812,CAKI_1,1.18630449985201
3088,NCI_H226,-0.45920701347927
627505,MDA_MB_435,-1.14569919680234
760764,HCC_2998,-0.332635881141425
163501,NCI_H322M,-0.787110346820859
338947,RPMI_8226,-0.341864432592872
791785,UACC_257,-0.629973990640315
302991,ACHN,-0.149960474599853
302991,MDA_MB_435,-0.304751210443758
184692,TK_10,-1.49765309259065
51143,U251,0.378397447591577
301739,CCRF_CEM,1.40131533929333
740,SK_MEL_28,-0.831922900476758
606986,U251,0.683262445045169
603076,UACC_257,-0.678533644925448
734294,OVCAR_3,-0.678301134299578
287459,SF_295,0.536548567081062
354258,CAKI_1,0.249477355555329
167780,HS578T,-0.0669673842621509
1895,HCC_2998,-0.527087838873121
606986,OVCAR_5,0.046288149409662
141540,PC_3,-0.866231396693383
153353,SW_620,-0.436983823486705
241240,786_0,0.183644108013875
269148,OVCAR_8,-0.123866480570166
681638,OVCAR_3,-1.04866551114556
681644,CCRF_CEM,1.41466198259769
164011,K_562,0.154467341631401
124463,COLO205,-0.284051889629581
172112,SK_MEL_2,1.14157649519306
634724,A549,0.605835486460295
756717,ACHN,0.463004023029787
627505,TK_10,-0.983113230082774
8806,MDA_N,-0.611873568768948
697912,SW_620,-2.18057081398953
138783,786_0,-0.0465587111506883
681645,HOP_62,0.624181389826956
276382,TK_10,-1.30985939639154
736202,SNB_19,0.19752582587782
791785,CCRF_CEM,3.87994239768006
683557,IGROV1,-0.480003638252259
767125,IGROV1,-0.55094771800577
683556,OVCAR_8,0.878790942392817
681642,SK_MEL_2,-1.56379158550384
326231,SNB_19,-0.422905472861094
755841,DU_145,0.217852951956537
95382,HOP_92,-1.47891923781677
619232,OVCAR_4,-1.2315598251436
610458,ACHN,1.01061840829749
287459,A549,0.595767506364485
45388,HOP_62,0.581011299410442
634724,SK_MEL_5,0.537285332505701
754771,SK_OV_3,-0.384564029810961
105014,SW_620,-0.156714438174455
303812,ACHN,2.08095306011449
759155,TK_10,-0.832858821271752
138783,OVCAR_8,-0.679408536561306
681637,UACC_62,1.12176870513978
269148,HL_60,1.35039867302598
73754,MCF7,0.506421721353927
758230,RXF_393,-0.267158153139042
9706,SK_OV_3,-0.3273479969859
643833,PC_3,-0.483132662949464
153353,NCI_H322M,-0.11509719025155
344007,MDA_MB_231,-0.741640508017094
757036,SF_268,0.0979991544817344
758255,RXF_393,-0.100955030017611
314622,NCI_H522,1.06735183954599
606498,OVCAR_4,-1.11548773904842
752,NCI_ADR_RES,0.521927950875065
681641,SK_MEL_2,-1.31391298721889
256942,MDA_MB_231,-1.53277170727287
681646,MOLT_4,1.39439033676338
326231,M14,-0.248775912445866
118218,HOP_62,0.0333693768063228
721517,MDA_MB_435,-0.921740073112086
721517,A498,0.100207573238965
256439,KM12,-0.103336083599547
3053,T47D,0.37155207097759
353451,IGROV1,-0.712264728599051
767125,MALME_3M,-0.692531071917711
354646,MCF7,0.393781196365406
95678,M14,0.453099469235259
740,HL_60,0.62739634945084
702294,OVCAR_3,0.02622046012507
354646,MOLT_4,0.560271565389784
107124,RXF_393,0.167003958123277
249910,MDA_MB_231,-2.99091253994186
100880,CCRF_CEM,0.914861937340884
736493,HCC_2998,-0.435859233975313
296934,SNB_75,0.021869939063219
153353,MOLT_4,-0.6635600230868
24559,U251,0.305325028531336
118994,OVCAR_4,-0.280014685928393
241240,HOP_92,-0.335760787749489
224131,COLO205,-0.272908076477885
241240,NCI_H322M,-0.736370306345596
681636,SNB_19,0.968924668904985
1390,HOP_62,0.212570214271408
756660,CCRF_CEM,0.044130214740865
753686,HL_60,-0.456751119094574
26980,SF_268,0.217369027231361
758255,HL_60,0.813264730785719
256927,TK_10,-1.90554683875576
629971,NCI_H226,0.873820261825256
264137,UACC_62,-0.397147481770642
127716,HCC_2998,-0.37383556613794
784722,OVCAR_8,-0.244439073646319
184692,SF_295,0.571455795793441
326231,UACC_62,-0.352187165249618
105014,SN12C,1.18434007243216
8806,IGROV1,-0.560599624545242
122819,NCI_ADR_RES,-2.39814759840876
109724,OVCAR_4,-0.513315976911582
681645,NCI_H226,0.359886269965059
610459,NCI_H322M,-0.834280288334904
736493,ACHN,1.10638293231943
759878,BT_549,0.812751824623731
758612,NCI_H522,0.6902315982103
606173,SW_620,-0.4208849226528
104800,CAKI_1,1.3049131066475
724998,SK_OV_3,-1.27684560796218
352122,TK_10,-0.548154878697075
754366,NCI_H522,0.646186070287644
755985,RXF_393,-0.17469871597253
126771,SN12C,-0.0671170135744013
735037,SF_295,0.838611244798331
118994,UO_31,-0.48114430037458
279836,SF_295,1.10376389858043
772992,SN12C,0.728314319098925
758230,SN12C,0.955772794471169
352299,UACC_62,-0.878233417065542
759878,SR,1.68491445225042
755841,UACC_62,0.320104896575805
153353,SR,0.114842873065149
374551,SW_620,-0.614275386910517
124463,SF_539,-0.75341497828788
673596,SK_MEL_5,0.51847816510347
610456,RXF_393,-0.41205179850246
629971,T47D,0.826457047896263
256439,NCI_H226,0.592114478159678
698037,NCI_H522,-0.625518024523199
154948,TK_10,-0.884669521002005
747856,HCC_2998,-0.137052589646376
374028,NCI_ADR_RES,0.434968217946227
736493,HS578T,-1.48166307982613
756660,SR,1.47618695949526
156303,U251,0.429154589638014
364830,OVCAR_3,-1.11410118454077
697912,SF_268,0.902926977988391
756717,SK_MEL_28,-0.685448685470568
6396,786_0,0.555013911894784
73754,BT_549,-0.061029224182506
759155,SF_295,0.458243068266167
374551,HCT_15,-0.676816026347686
698037,TK_10,-0.625518024523199
694501,TK_10,-1.24586443825353
169780,DU_145,-0.229683496172078
606498,HCC_2998,-1.09375927637818
184692,BT_549,-1.51843431241468
374028,UO_31,0.73451208816003
111533,SF_539,1.02820803217559
758671,HT29,-0.635761842873648
100880,SF_539,0.96857518402005
279836,UO_31,-0.473225427340626
681642,M14,0.485065611516374
752840,NCI_H322M,2.44613053304398
107392,DU_145,0.852130322465694
758423,SK_MEL_28,-1.05246860601475
681641,LOXIMVI,0.851434156844113
740645,COLO205,-0.750212462813412
681643,CAKI_1,0.471006720354744
266046,KM12,-0.825865938474831
241240,CAKI_1,0.152033073758141
734294,COLO205,-0.769919688021787
758667,ACHN,0.743692340599487
352299,M14,-0.992830370065678
765775,NCI_H226,-0.396209464063596
107392,RPMI_8226,-0.138387491805667
772992,UO_31,0.959548507337524
736493,SW_620,0.668864731091272
758706,NCI_ADR_RES,1.04650861203443
1390,SK_MEL_28,-1.47264588717313
134033,UACC_62,0.670764622189909
758255,NCI_H23,0.511935923321687
105132,HS578T,-1.13517946058188
368390,MDA_MB_231,-0.585733205358896
363812,SR,0.891271902456427
127716,CAKI_1,-0.368952688601709
357704,KM12,-0.286404861830033
354646,KM12,-0.112971432883536
755,OVCAR_8,0.35455756533068
153353,M14,-0.532216749629448
681644,SF_539,1.05706171206942
758230,HS578T,-1.05703828502396
721517,SR,-0.921740073112086
352299,PC_3,-0.689453090062513
241240,PC_3,-1.05968188391254
249992,HL_60,1.42008408459121
343499,M14,0.221116919511092
681640,SK_MEL_2,-1.18090956113795
45388,SW_620,-0.0562086598972834
